"","Codes","Description","unit","Periodicity","start","last value","source"
"10243","20267"," Passivo - T?tulos exceto a??es inclu?dos nos meios de pagamento amplos - Outras Sociedades de Dep?sitos"," u.m.c. (milh?es)"," M"," 31/12/2004"," mar/2016"," BCB-Depec"
"10244","20268"," Passivo - Dep?sitos exclu?dos dos meios de pagamento amplos - Outras Sociedades de Dep?sitos"," u.m.c. (milh?es)"," M"," 31/12/2004"," mar/2016"," BCB-Depec"
"10245","20270"," Passivo - Empr?stimos - Outras Sociedades de Dep?sitos"," u.m.c. (milh?es)"," M"," 31/12/2004"," mar/2016"," BCB-Depec"
"10246","20271"," Passivo - A??es e outras participa??es - Outras Sociedades de Dep?sitos"," u.m.c. (milh?es)"," M"," 31/12/2004"," mar/2016"," BCB-Depec"
"10247","20272"," Passivo - Outros itens (l?quido) - Outras Sociedades de Dep?sitos"," u.m.c. (milh?es)"," M"," 31/12/2004"," mar/2016"," BCB-Depec"
"10248","20273"," Ativos com n?o-residentes - Panorama das Sociedades de Dep?sitos"," u.m.c. (milh?es)"," M"," 01/12/2004"," mar/2016"," BCB-Depec"
"10249","20274"," Passivos com n?o-residentes - Panorama das Sociedades de Dep?sitos"," u.m.c. (milh?es)"," M"," 01/12/2004"," mar/2016"," BCB-Depec"
"10250","20275"," Ativos com Governo Federal - Panorama das Sociedades de Dep?sitos"," u.m.c. (milh?es)"," M"," 01/12/2004"," mar/2016"," BCB-Depec"
"10251","20276"," Passivos com Governo Federal - Panorama das Sociedades de Dep?sitos"," u.m.c. (milh?es)"," M"," 01/12/2004"," mar/2016"," BCB-Depec"
"10252","20277"," Ativos com Outras Sociedades Financeiras - Panorama das Sociedades de Dep?sitos"," u.m.c. (milh?es)"," M"," 01/12/2004"," mar/2016"," BCB-Depec"
"10253","20278"," Ativos com Governos Estaduais e Municipais - Panorama das Socidades de Dep?sitos"," u.m.c. (milh?es)"," M"," 01/12/2004"," mar/2016"," BCB-Depec"
"10254","20279"," Ativos com Empresas P?blicas N?o Financeiras - Panorama das Sociedades de Dep?sitos"," u.m.c. (milh?es)"," M"," 01/12/2004"," mar/2016"," BCB-Depec"
"10255","20280"," Ativos com Setor Privado - Panorma das Sociedades de Dep?sitos"," u.m.c. (milh?es)"," M"," 01/12/2004"," mar/2016"," BCB-Depec"
"10256","20281"," Passivo - Papel-moeda fora das Outras Sociedades de Dep?sitos - Panorama das Sociedades de Dep?sitos"," u.m.c. (milh?es)"," M"," 01/12/2004"," mar/2016"," BCB-Depec"
"10257","20282"," Passivo - Dep?sitos transfer?veis - Panorama das Sociedades de Dep?sitos"," u.m.c. (milh?es)"," M"," 01/12/2004"," mar/2016"," BCB-Depec"
"10258","20283"," Passivo - Outros dep?sitos - Panorma ds Sociedades de Dep?sitos"," u.m.c. (milh?es)"," M"," 01/12/2004"," mar/2016"," BCB-Depec"
"10259","20284"," Passivo - T?tulos exceto a??es - Panorama das Sociedades de Dep?sitos"," u.m.c. (milh?es)"," M"," 01/12/2004"," mar/2016"," BCB-Depec"
"10260","20285"," Passivo - Dep?sitos exclu?dos dos meios de pagamento - Panorama das Sociedades de Dep?sitos"," u.m.c. (milh?es)"," M"," 01/12/2004"," mar/2016"," BCB-Depec"
"10261","20287"," Passivo - Empr?stimos - Panorama das Sociedades de Dep?sitos"," u.m.c. (milh?es)"," M"," 01/12/2004"," mar/2016"," BCB-Depec"
"10262","20288"," Passivo - A??es e outras participa??es - Panorama das Sociedades de Dep?sitos"," u.m.c. (milh?es)"," M"," 01/12/2004"," mar/2016"," BCB-Depec"
"10263","20289"," Passivo - Outros itens (l?quido) - Panorama das Sociedades de Dep?sitos"," u.m.c. (milh?es)"," M"," 01/12/2004"," mar/2016"," BCB-Depec"
"10264","20290"," Ativos com n?o-residentes - Outras Sociedades Financeiras"," u.m.c. (milh?es)"," M"," 01/12/2006"," mar/2016"," BCB-Depec"
"10265","20291"," Passivos com n?o-residentes - Outras Sociedades Financeiras"," u.m.c. (milh?es)"," M"," 01/12/2006"," mar/2016"," BCB-Depec"
"10266","20292"," Ativos com Outras Sociedades de Dep?sitos - Outras Sociedades Financeiras"," u.m.c. (milh?es)"," M"," 01/12/2006"," mar/2016"," BCB-Depec"
"10267","20293"," Ativos com Governo Federal - Outras Sociedades Financeiras"," u.m.c. (milh?es)"," M"," 01/12/2006"," mar/2016"," BCB-Depec"
"10268","20294"," Passivos com Governo Federal - Outras Sociedades Financeiras"," u.m.c. (milh?es)"," M"," 01/12/2006"," mar/2016"," BCB-Depec"
"10269","20295"," Ativos com Governos Estaduais e Municipais - Outras Sociedades Financeiras"," u.m.c. (milh?es)"," M"," 01/12/2006"," mar/2016"," BCB-Depec"
"10270","20296"," Ativos com Empresas P?blicas N?o Financeiras - Outras Sociedades Financeiras"," u.m.c. (milh?es)"," M"," 01/12/2006"," mar/2016"," BCB-Depec"
"10271","20297"," Ativos com Setor Privado - Outras Sociedades Finenceiras"," u.m.c. (milh?es)"," M"," 01/12/2006"," mar/2016"," BCB-Depec"
"10272","20298"," Passivo - Dep?sitos - Outras Sociedades Financeiras"," u.m.c. (milh?es)"," M"," 01/12/2006"," mar/2016"," BCB-Depec"
"10273","20299"," Passivo - T?tulos exceto a??es - Outras Sociedades Financeiras"," u.m.c. (milh?es)"," M"," 01/12/2006"," mar/2016"," BCB-Depec"
"10274","20300"," Passivo - Empr?stimos - Outras Sociedades Financeiras"," u.m.c. (milh?es)"," M"," 01/12/2006"," mar/2016"," BCB-Depec"
"10275","20301"," Passivo - Reservas t?cnicas de seguros - Outras Sociedades Financeiras"," u.m.c. (milh?es)"," M"," 01/12/2006"," mar/2016"," BCB-Depec"
"10276","20302"," Passivo - A??es e outras participa??es - Outras Sociedades Financeiras"," u.m.c. (milh?es)"," M"," 01/12/2006"," mar/2016"," BCB-Depec"
"10277","20303"," Passivo - Outros itens (l?quido) - Outras Sociedades Financeiras"," u.m.c. (milh?es)"," M"," 01/12/2006"," mar/2016"," BCB-Depec"
"10278","20304"," Ativo externo l?quido - Autoridade Monet?ria"," u.m.c. (milh?es)"," M"," 01/12/2004"," abr/2016"," BCB-Depec"
"10279","20305"," Ativos l?quidos com Governo Federal - Autoridade Monet?ria"," u.m.c. (milh?es)"," M"," 01/12/2004"," abr/2016"," BCB-Depec"
"10280","20306"," Passivo Monet?rio - Autoridade Monet?ria"," u.m.c. (milh?es)"," M"," 01/12/2004"," abr/2016"," BCB-Depec"
"10281","20307"," Ativo externo l?quido - Outras Sociedades de Dep?sitos"," u.m.c. (milh?es)"," M"," 31/12/2004"," mar/2016"," BCB-Depec"
"10282","20308"," Ativos com Banco Central - Outras Sociedades de Dep?sitos"," u.m.c. (milh?es)"," M"," 31/12/2004"," mar/2016"," BCB-Depec"
"10283","20309"," Ativos l?quidos com Governo Federal - Outras Sociedades de Dep?sitos"," u.m.c. (milh?es)"," M"," 31/12/2004"," mar/2016"," BCB-Depec"
"10284","20310"," Ativos com Outros Setores - Outras Sociedades de Dep?sitos"," u.m.c. (milh?es)"," M"," 31/12/2004"," mar/2016"," BCB-Depec"
"10285","20311"," Ativo externo l?quido - Panorama das Sociedades de Dep?sitos"," u.m.c. (milh?es)"," M"," 01/12/2004"," mar/2016"," BCB-Depec"
"10286","20312"," Ativos l?quidos com Governo Federal - Panorama das Sociedades de Dep?sitos"," u.m.c. (milh?es)"," M"," 01/12/2004"," mar/2016"," BCB-Depec"
"10287","20313"," Ativos com Outros Setores - Panorama das Sociedades de Dep?sitos"," u.m.c. (milh?es)"," M"," 01/12/2004"," mar/2016"," BCB-Depec"
"10288","20314"," Passivo - Moeda em sentido amplo - Panorama das Sociedades de Dep?sitos"," u.m.c. (milh?es)"," M"," 01/12/2004"," mar/2016"," BCB-Depec"
"10289","20315"," Ativo ext. l?quido - Outras Sociedades Financeiras"," u.m.c. (milh?es)"," M"," 01/12/2006"," mar/2016"," BCB-Depec"
"10290","20316"," Ativos l?q. com Gov. Fed. - Outras Sociedades Financeiras"," u.m.c. (milh?es)"," M"," 01/12/2006"," mar/2016"," BCB-Depec"
"10291","20317"," Ativos com Outros Set. - Outras Sociedades Financeiras"," u.m.c. (milh?es)"," M"," 01/12/2006"," mar/2016"," BCB-Depec"
"10292","20318"," Ativo - Cr?dito dom?stico - Panorama das Sociedades de Dep?sitos"," u.m.c. (milh?es)"," M"," 01/12/2004"," mar/2016"," BCB-Depec"
"10293","20360"," ?ndice da taxa de c?mbio efetiva nominal - Jun/1994=100"," ?ndice"," M"," 31/01/1988"," -"," BCB-Depec"
"10294","20399"," Comprometimento de renda das fam?lias com o servi?o da d?vida com o Sistema Financeiro Nacional exceto cr?dito habitacional - Com ajuste sazonal"," %"," M"," 01/03/2005"," fev/2016"," BCB-Depec"
"10295","20400"," Endividamento das fam?lias com o Sistema Financeiro Nacional exceto cr?dito habitacional em rela??o ? renda acumulada dos ?ltimos doze meses"," %"," M"," 01/01/2005"," fev/2016"," BCB-Depec"
"10296","20419"," ?ndice de Atividade Econ?mica Regional - Minas Gerais"," ?ndice"," M"," 01/01/2002"," mar/2016"," BCB-Depec"
"10297","20420"," ?ndice de Atividade Econ?mica Regional - Minas Gerais - com ajuste sazonal"," ?ndice"," M"," 01/01/2002"," mar/2016"," BCB-Depec"
"10298","20421"," ?ndice de Atividade Econ?mica Regional - Regi?o Centro-Oeste"," ?ndice"," M"," 01/01/2002"," mar/2016"," BCB-Depec"
"10299","20422"," ?ndice de Atividade Econ?mica Regional - Regi?o Centro-Oeste - com ajuste sazonal"," ?ndice"," M"," 01/01/2002"," mar/2016"," BCB-Depec"
"10300","20423"," ?ndice de Atividade Econ?mica Regional - Goi?s"," ?ndice"," M"," 01/01/2002"," mar/2016"," BCB-Depec"
"10301","20424"," ?ndice de Atividade Econ?mica Regional - Goi?s - com ajuste sazonal"," ?ndice"," M"," 01/01/2002"," mar/2016"," BCB-Depec"
"10302","20440"," ?ndice de Atividade Econ?mica Regional - Pernambuco - com ajuste sazonal"," ?ndice"," M"," 01/01/2003"," jan/2016"," BCB-Depec"
"10303","20441"," ?ndice de Atividade Econ?mica Regional - Rio Grande do Sul"," ?ndice"," M"," 01/01/2003"," mar/2016"," BCB-Depec"
"10304","20442"," ?ndice de Atividade Econ?mica Regional - Santa Catarina"," ?ndice"," M"," 01/01/2003"," mar/2016"," BCB-Depec"
"10305","20443"," ?ndice de Atividade Econ?mica Regional - Regi?o Sul"," ?ndice"," M"," 01/01/2003"," mar/2016"," BCB-Depec"
"10306","20444"," ?ndice de Atividade Econ?mica Regional - Rio de Janeiro"," ?ndice"," M"," 01/01/2003"," mar/2016"," BCB-Depec"
"10307","20445"," ?ndice de Atividade Econ?mica Regional - Regi?o Nordeste"," ?ndice"," M"," 01/01/2003"," mar/2016"," BCB-Depec"
"10308","20446"," ?ndice de Atividade Econ?mica Regional - Regi?o Nordeste - com ajuste sazonal"," ?ndice"," M"," 01/01/2003"," mar/2016"," BCB-Depec"
"10309","20447"," ?ndice de Atividade Econ?mica Regional - Cear?"," ?ndice"," M"," 01/01/2003"," mar/2016"," BCB-Depec"
"10310","20448"," ?ndice de Atividade Econ?mica Regional - S?o Paulo"," ?ndice"," M"," 01/01/2003"," mar/2016"," BCB-Depec"
"10311","20449"," ?ndice de Atividade Econ?mica Regional - Cear? - com ajuste sazonal"," ?ndice"," M"," 01/01/2003"," mar/2016"," BCB-Depec"
"10312","20450"," ?ndice de Atividade Econ?mica Regional ? Pernambuco"," ?ndice"," M"," 01/01/2003"," jan/2016"," BCB-Depec"
"10313","20451"," ?ndice de Atividade Econ?mica Regional - S?o Paulo - com ajuste sazonal"," ?ndice"," M"," 01/01/2003"," mar/2016"," BCB-Depec"
"10314","20452"," ?ndice de Atividade Econ?mica Regional - Paran?"," ?ndice"," M"," 01/01/2003"," mar/2016"," BCB-Depec"
"10315","20453"," ?ndice de Atividade Econ?mica Regional - Esp?rito Santo"," ?ndice"," M"," 01/01/2003"," mar/2016"," BCB-Depec"
"10316","20454"," ?ndice de Atividade Econ?mica Regional - Rio Grande do Sul - com ajuste sazonal"," ?ndice"," M"," 01/01/2003"," mar/2016"," BCB-Depec"
"10317","20455"," ?ndice de Atividade Econ?mica Regional - Santa Catarina - com ajuste sazonal"," ?ndice"," M"," 01/01/2003"," mar/2016"," BCB-Depec"
"10318","20456"," ?ndice de Atividade Econ?mica Regional - Regi?o Sul - com ajuste sazonal"," ?ndice"," M"," 01/01/2003"," mar/2016"," BCB-Depec"
"10319","20457"," ?ndice de Atividade Econ?mica Regional - Rio de Janeiro - com ajuste sazonal"," ?ndice"," M"," 01/01/2003"," mar/2016"," BCB-Depec"
"10320","20458"," ?ndice de Atividade Econ?mica Regional - Paran? - com ajuste sazonal"," ?ndice"," M"," 01/01/2003"," mar/2016"," BCB-Depec"
"10321","20459"," ?ndice de Atividade Econ?mica Regional - Regi?o Sudeste"," ?ndice"," M"," 01/01/2003"," mar/2016"," BCB-Depec"
"10322","20460"," ?ndice de Atividade Econ?mica Regional - Regi?o Norte"," ?ndice"," M"," 01/01/2003"," mar/2016"," BCB-Depec"
"10323","20461"," ?ndice de Atividade Econ?mica Regional - Par?"," ?ndice"," M"," 01/01/2003"," mar/2016"," BCB-Depec"
"10324","20462"," ?ndice de Atividade Econ?mica Regional - Regi?o Sudeste - com ajuste sazonal"," ?ndice"," M"," 01/01/2003"," mar/2016"," BCB-Depec"
"10325","20463"," ?ndice de Atividade Econ?mica Regional - Amazonas"," ?ndice"," M"," 01/01/2003"," mar/2016"," BCB-Depec"
"10326","20464"," ?ndice de Atividade Econ?mica Regional - Esp?rito Santo - com ajuste sazonal"," ?ndice"," M"," 01/01/2003"," mar/2016"," BCB-Depec"
"10327","20465"," ?ndice de Atividade Econ?mica Regional - Regi?o Norte - com ajuste sazonal"," ?ndice"," M"," 01/01/2003"," mar/2016"," BCB-Depec"
"10328","20466"," ?ndice de Atividade Econ?mica Regional - Par? - com ajuste sazonal"," ?ndice"," M"," 01/01/2003"," mar/2016"," BCB-Depec"
"10329","20467"," ?ndice de Atividade Econ?mica Regional - Amazonas - com ajuste sazonal"," ?ndice"," M"," 01/01/2003"," mar/2016"," BCB-Depec"
"10330","20469"," ?ndice de Atividade Econ?mica Regional - Bahia"," ?ndice"," M"," 01/01/2003"," mar/2016"," BCB-Depec"
"10331","20470"," ?ndice de Atividade Econ?mica Regional - Bahia - com ajuste sazonal"," ?ndice"," M"," 01/01/2003"," mar/2016"," BCB-Depec"
"10332","20479"," Ativos frente a Outros Setores - Autoridade Monet?ria"," u.m.c. (milh?es)"," M"," 01/12/2004"," abr/2016"," BCB-Depec"
"10333","20499"," Ativo - Autoridade Monet?ria"," u.m.c. (milh?es)"," M"," 01/12/2004"," abr/2016"," BCB-Depec"
"10334","20500"," Passivo - Autoridade Monet?ria"," u.m.c. (milh?es)"," M"," 01/12/2004"," abr/2016"," BCB-Depec"
"10335","20501"," Ativo - Panorama das Sociedade de Dep?sitos"," u.m.c. (milh?es)"," M"," 01/12/2004"," mar/2016"," BCB-Depec"
"10336","20502"," Passivo - Panorama das Sociedades de Dep?sitos"," u.m.c. (milh?es)"," M"," 01/12/2004"," mar/2016"," BCB-Depec"
"10337","20503"," Ativo - Outras Sociedades de Dep?sitos"," u.m.c. (milh?es)"," M"," 31/12/2004"," mar/2016"," BCB-Depec"
"10338","20504"," Passivo - Outras Sociedades de Dep?sitos"," u.m.c. (milh?es)"," M"," 31/12/2004"," mar/2016"," BCB-Depec"
"10339","20505"," Ativo - Outras Sociedades Financeiras"," u.m.c. (milh?es)"," M"," 01/12/2006"," mar/2016"," BCB-Depec"
"10340","20506"," Passivo - Outras Sociedades Financeiras"," u.m.c. (milh?es)"," M"," 01/12/2006"," mar/2016"," BCB-Depec"
"10341","21195"," C?mbio contratado - Posi??o de c?mbio dos bancos"," US$ (milh?es)"," M"," 31/01/1994"," abr/2016"," BCB-Depec"
"10342","21196"," C?mbio contratado - Posi??o de c?mbio dos bancos - anual"," US$ (milh?es)"," A"," 31/12/1994"," 2015"," BCB-Depec"
"10343","21209"," Saldo das opera??es de cr?dito - Risco 1 (N?veis de risco D a G) - Setor imobili?rio"," R$ (milh?es)"," M"," 01/03/2007"," dez/2014"," BCB-Depec"
"10344","21210"," Saldo das opera??es de cr?dito - Risco 2 (N?vel de risco H) - Setor imobili?rio"," R$ (milh?es)"," M"," 01/03/2007"," dez/2014"," BCB-Depec"
"10345","21211"," Saldo das opera??es de cr?dito - Risco A - Setor imobili?rio"," R$ (milh?es)"," M"," 01/03/2007"," dez/2014"," BCB-Depec"
"10346","21212"," Saldo das opera??es de cr?dito - Risco AA - Setor imobili?rio"," R$ (milh?es)"," M"," 01/03/2007"," dez/2014"," BCB-Depec"
"10347","21213"," Saldo das opera??es de cr?dito - Risco B - Setor imobili?rio"," R$ (milh?es)"," M"," 01/03/2007"," dez/2014"," BCB-Depec"
"10348","21214"," Saldo das opera??es de cr?dito - Risco C - Setor imobili?rio"," R$ (milh?es)"," M"," 01/03/2007"," dez/2014"," BCB-Depec"
"10349","21215"," Saldo das opera??es de cr?dito - Risco D - Setor imobili?rio"," R$ (milh?es)"," M"," 01/03/2007"," dez/2014"," BCB-Depec"
"10350","21216"," Saldo das opera??es de cr?dito - Risco E - Setor imobili?rio"," R$ (milh?es)"," M"," 01/03/2007"," dez/2014"," BCB-Depec"
"10351","21217"," Saldo das opera??es de cr?dito - Risco F - Setor imobili?rio"," R$ (milh?es)"," M"," 01/03/2007"," dez/2014"," BCB-Depec"
"10352","21218"," Saldo das opera??es de cr?dito - Risco G - Setor imobili?rio"," R$ (milh?es)"," M"," 01/03/2007"," dez/2014"," BCB-Depec"
"10353","21219"," Saldo das opera??es de cr?dito - Risco H - Setor imobili?rio"," R$ (milh?es)"," M"," 01/03/2007"," dez/2014"," BCB-Depec"
"10354","21220"," Saldo das opera??es de cr?dito - Risco normal (N?veis de risco AA a C) - Setor imobili?rio"," R$ (milh?es)"," M"," 01/03/2007"," dez/2014"," BCB-Depec"
"10355","21221"," Saldo das opera??es de cr?dito das institui??es financeiras sob controle estrangeiro - Risco 1 (N?veis de risco D a G) - Setor imobili?rio"," R$ (milh?es)"," M"," 01/03/2007"," dez/2014"," BCB-Depec"
"10356","21222"," Saldo das opera??es de cr?dito das institui??es financeiras sob controle estrangeiro - Risco 2 (N?vel de risco H) - Setor imobili?rio"," R$ (milh?es)"," M"," 01/03/2007"," dez/2014"," BCB-Depec"
"10357","21223"," Saldo das opera??es de cr?dito das institui??es financeiras sob controle estrangeiro - Risco A - Setor imobili?rio"," R$ (milh?es)"," M"," 01/03/2007"," dez/2014"," BCB-Depec"
"10358","21224"," Saldo das opera??es de cr?dito das institui??es financeiras sob controle estrangeiro - Risco AA - Setor imobili?rio"," R$ (milh?es)"," M"," 01/03/2007"," dez/2014"," BCB-Depec"
"10359","21225"," Saldo das opera??es de cr?dito das institui??es financeiras sob controle estrangeiro - Risco B - Setor imobili?rio"," R$ (milh?es)"," M"," 01/03/2007"," dez/2014"," BCB-Depec"
"10360","21226"," Saldo das opera??es de cr?dito das institui??es financeiras sob controle estrangeiro - Risco C - Setor imobili?rio"," R$ (milh?es)"," M"," 01/03/2007"," dez/2014"," BCB-Depec"
"10361","21227"," Saldo das opera??es de cr?dito das institui??es financeiras sob controle estrangeiro - Risco D - Setor imobili?rio"," R$ (milh?es)"," M"," 01/03/2007"," dez/2014"," BCB-Depec"
"10362","21228"," Saldo das opera??es de cr?dito das institui??es financeiras sob controle estrangeiro - Risco E - Setor imobili?rio"," R$ (milh?es)"," M"," 01/03/2007"," dez/2014"," BCB-Depec"
"10363","21229"," Saldo das opera??es de cr?dito das institui??es financeiras sob controle estrangeiro - Risco F - Setor imobili?rio"," R$ (milh?es)"," M"," 01/03/2007"," dez/2014"," BCB-Depec"
"10364","21230"," Saldo das opera??es de cr?dito das institui??es financeiras sob controle estrangeiro - Risco G - Setor imobili?rio"," R$ (milh?es)"," M"," 01/03/2007"," dez/2014"," BCB-Depec"
"10365","21231"," Saldo das opera??es de cr?dito das institui??es financeiras sob controle estrangeiro - Risco H - Setor imobili?rio"," R$ (milh?es)"," M"," 01/03/2007"," dez/2014"," BCB-Depec"
"10366","21232"," Saldo das opera??es de cr?dito das institui??es financeiras sob controle estrangeiro - Risco normal (N?veis de risco AA a C) - Setor imobili?rio"," R$ (milh?es)"," M"," 01/03/2007"," dez/2014"," BCB-Depec"
"10367","21233"," Saldo das opera??es de cr?dito das institui??es financeiras sob controle privado - Risco 1 (N?veis de risco D a G) - Setor imobili?rio"," R$ (milh?es)"," M"," 01/03/2007"," dez/2014"," BCB-Depec"
"10368","21234"," Saldo das opera??es de cr?dito das institui??es financeiras sob controle privado - Risco 2 (N?vel de risco H) - Setor imobili?rio"," R$ (milh?es)"," M"," 01/03/2007"," dez/2014"," BCB-Depec"
"10369","21235"," Saldo das opera??es de cr?dito das institui??es financeiras sob controle privado - Risco A - Setor imobili?rio"," R$ (milh?es)"," M"," 01/03/2007"," dez/2014"," BCB-Depec"
"10370","21236"," Saldo das opera??es de cr?dito das institui??es financeiras sob controle privado - Risco AA - Setor imobili?rio"," R$ (milh?es)"," M"," 01/03/2007"," dez/2014"," BCB-Depec"
"10371","21237"," Saldo das opera??es de cr?dito das institui??es financeiras sob controle privado - Risco B - Setor imobili?rio"," R$ (milh?es)"," M"," 01/03/2007"," dez/2014"," BCB-Depec"
"10372","21238"," Saldo das opera??es de cr?dito das institui??es financeiras sob controle privado - Risco C - Setor imobili?rio"," R$ (milh?es)"," M"," 01/03/2007"," dez/2014"," BCB-Depec"
"10373","21239"," Saldo das opera??es de cr?dito das institui??es financeiras sob controle privado - Risco D - Setor imobili?rio"," R$ (milh?es)"," M"," 01/03/2007"," dez/2014"," BCB-Depec"
"10374","21240"," Saldo das opera??es de cr?dito das institui??es financeiras sob controle privado - Risco E - Setor imobili?rio"," R$ (milh?es)"," M"," 01/03/2007"," dez/2014"," BCB-Depec"
"10375","21241"," Saldo das opera??es de cr?dito das institui??es financeiras sob controle privado - Risco F - Setor imobili?rio"," R$ (milh?es)"," M"," 01/03/2007"," dez/2014"," BCB-Depec"
"10376","21242"," Saldo das opera??es de cr?dito das institui??es financeiras sob controle privado - Risco G - Setor imobili?rio"," R$ (milh?es)"," M"," 01/03/2007"," dez/2014"," BCB-Depec"
"10377","21243"," Saldo das opera??es de cr?dito das institui??es financeiras sob controle privado - Risco H - Setor imobili?rio"," R$ (milh?es)"," M"," 01/03/2007"," dez/2014"," BCB-Depec"
"10378","21244"," Saldo das opera??es de cr?dito das institui??es financeiras sob controle privado - Risco normal (N?veis de risco AA a C) - Setor imobili?rio"," R$ (milh?es)"," M"," 01/03/2007"," dez/2014"," BCB-Depec"
"10379","21245"," Saldo das opera??es de cr?dito ao setor imobili?rio em rela??o ao PIB"," %"," M"," 01/03/2007"," dez/2014"," BCB-Depec"
"10380","21248"," Saldo das opera??es de cr?dito das institui??es financeiras sob controle privado nacional - Risco 1 (N?veis de risco D a G) - Setor imobili?rio"," R$ (milh?es)"," M"," 01/03/2007"," dez/2014"," BCB-Depec"
"10381","21249"," Saldo das opera??es de cr?dito das institui??es financeiras sob controle privado nacional - Risco 2 (N?vel de risco H) - Setor imobili?rio"," R$ (milh?es)"," M"," 01/03/2007"," dez/2014"," BCB-Depec"
"10382","21250"," Saldo das opera??es de cr?dito das institui??es financeiras sob controle privado nacional - Risco A - Setor imobili?rio"," R$ (milh?es)"," M"," 01/03/2007"," dez/2014"," BCB-Depec"
"10383","21251"," Saldo das opera??es de cr?dito das institui??es financeiras sob controle privado nacional - Risco AA - Setor imobili?rio"," R$ (milh?es)"," M"," 01/03/2007"," dez/2014"," BCB-Depec"
"10384","21252"," Saldo das opera??es de cr?dito das institui??es financeiras sob controle privado nacional - Risco B - Setor imobili?rio"," R$ (milh?es)"," M"," 01/03/2007"," dez/2014"," BCB-Depec"
"10385","21253"," Saldo das opera??es de cr?dito das institui??es financeiras sob controle privado nacional - Risco C - Setor imobili?rio"," R$ (milh?es)"," M"," 01/03/2007"," dez/2014"," BCB-Depec"
"10386","21254"," Saldo das opera??es de cr?dito das institui??es financeiras sob controle privado nacional - Risco D - Setor imobili?rio"," R$ (milh?es)"," M"," 01/03/2007"," dez/2014"," BCB-Depec"
"10387","21255"," Saldo das opera??es de cr?dito das institui??es financeiras sob controle privado nacional - Risco E - Setor imobili?rio"," R$ (milh?es)"," M"," 01/03/2007"," dez/2014"," BCB-Depec"
"10388","21256"," Saldo das opera??es de cr?dito das institui??es financeiras sob controle privado nacional - Risco F - Setor imobili?rio"," R$ (milh?es)"," M"," 01/03/2007"," dez/2014"," BCB-Depec"
"10389","21257"," Saldo das opera??es de cr?dito das institui??es financeiras sob controle privado nacional - Risco G - Setor imobili?rio"," R$ (milh?es)"," M"," 01/03/2007"," dez/2014"," BCB-Depec"
"10390","21258"," Saldo das opera??es de cr?dito das institui??es financeiras sob controle privado nacional - Risco H - Setor imobili?rio"," R$ (milh?es)"," M"," 01/03/2007"," dez/2014"," BCB-Depec"
"10391","21259"," Saldo das opera??es de cr?dito das institui??es financeiras sob controle privado nacional - Risco normal (N?veis de risco AA a C) - Setor imobili?rio"," R$ (milh?es)"," M"," 01/03/2007"," dez/2014"," BCB-Depec"
"10392","21260"," Saldo das opera??es de cr?dito das institui??es financeiras sob controle p?blico - Risco 1 (N?veis de risco D a G) - Setor imobili?rio"," R$ (milh?es)"," M"," 01/03/2007"," dez/2014"," BCB-Depec"
"10393","21261"," Saldo das opera??es de cr?dito das institui??es financeiras sob controle p?blico - Risco 2 (N?vel de risco H) - Setor imobili?rio"," R$ (milh?es)"," M"," 01/03/2007"," dez/2014"," BCB-Depec"
"10394","21262"," Saldo das opera??es de cr?dito das institui??es financeiras sob controle p?blico - Risco A - Setor imobili?rio"," R$ (milh?es)"," M"," 01/03/2007"," dez/2014"," BCB-Depec"
"10395","21263"," Saldo das opera??es de cr?dito das institui??es financeiras sob controle p?blico - Risco AA - Setor imobili?rio"," R$ (milh?es)"," M"," 01/03/2007"," dez/2014"," BCB-Depec"
"10396","21264"," Saldo das opera??es de cr?dito das institui??es financeiras sob controle p?blico - Risco B - Setor imobili?rio"," R$ (milh?es)"," M"," 01/03/2007"," dez/2014"," BCB-Depec"
"10397","21265"," Saldo das opera??es de cr?dito das institui??es financeiras sob controle p?blico - Risco C - Setor imobili?rio"," R$ (milh?es)"," M"," 01/03/2007"," dez/2014"," BCB-Depec"
"10398","21266"," Saldo das opera??es de cr?dito das institui??es financeiras sob controle p?blico - Risco D - Setor imobili?rio"," R$ (milh?es)"," M"," 01/03/2007"," dez/2014"," BCB-Depec"
"10399","21267"," Saldo das opera??es de cr?dito das institui??es financeiras sob controle p?blico - Risco E - Setor imobili?rio"," R$ (milh?es)"," M"," 01/03/2007"," dez/2014"," BCB-Depec"
"10400","21268"," Saldo das opera??es de cr?dito das institui??es financeiras sob controle p?blico - Risco F - Setor imobili?rio"," R$ (milh?es)"," M"," 01/03/2007"," dez/2014"," BCB-Depec"
"10401","21269"," Saldo das opera??es de cr?dito das institui??es financeiras sob controle p?blico - Risco G - Setor imobili?rio"," R$ (milh?es)"," M"," 01/03/2007"," dez/2014"," BCB-Depec"
"10402","21270"," Saldo das opera??es de cr?dito das institui??es financeiras sob controle p?blico - Risco H - Setor imobili?rio"," R$ (milh?es)"," M"," 01/03/2007"," dez/2014"," BCB-Depec"
"10403","21271"," Saldo das opera??es de cr?dito das institui??es financeiras sob controle p?blico - Risco normal (N?veis de risco AA a C) - Setor imobili?rio"," R$ (milh?es)"," M"," 01/03/2007"," dez/2014"," BCB-Depec"
