"","data","valor","serie"
"515",1993-04-07," 2.348498e+06","1274"
"516",1994-04-07," 2.688570e+06","1274"
"517",1995-04-07," 2.715016e+06","1274"
"518",1996-04-07," 2.648627e+06","1274"
"519",1997-04-07," 2.717965e+06","1274"
"520",1998-04-07," 2.784111e+06","1274"
"521",1999-04-07," 3.305053e+06","1274"
"522",2000-04-07," 3.004797e+06","1274"
"523",2001-04-07," 3.103363e+06","1274"
"524",2002-04-07," 3.652923e+06","1274"
"525",2003-04-07," 3.708602e+06","1274"
"526",2004-04-07," 3.515567e+06","1274"
"527",2005-04-07," 3.452973e+06","1274"
"528",2006-04-07," 3.362655e+06","1274"
"529",2007-04-07," 3.431232e+06","1274"
"530",2008-04-07," 3.867655e+06","1274"
"531",2009-04-07," 4.310477e+06","1274"
"532",2010-04-07," 4.106846e+06","1274"
"533",2011-04-07," 4.416652e+06","1274"
"534",2012-04-07," 3.873985e+06","1274"
"535",1990-04-07," 3.093791e+06","1275"
"536",1991-04-07," 2.916823e+06","1275"
"537",1992-04-07," 2.795598e+06","1275"
"538",1993-04-07," 2.197354e+06","1275"
"539",1994-04-07," 2.096259e+06","1275"
"540",1995-04-07," 1.533871e+06","1275"
"541",1996-04-07," 3.292777e+06","1275"
"542",1997-04-07," 2.489070e+06","1275"
"543",1998-04-07," 2.269847e+06","1275"
"544",1999-04-07," 2.461856e+06","1275"
"545",2000-04-07," 1.725792e+06","1275"
"546",2001-04-07," 3.366599e+06","1275"
"547",2002-04-07," 3.105658e+06","1275"
"548",2003-04-07," 6.153500e+06","1275"
"549",2004-04-07," 5.818846e+06","1275"
"550",2005-04-07," 4.658790e+06","1275"
"551",2006-04-07," 2.484848e+06","1275"
"552",2007-04-07," 4.114057e+06","1275"
"553",2008-04-07," 6.027131e+06","1275"
"554",2009-04-07," 5.055525e+06","1275"
"555",2010-04-07," 6.171250e+06","1275"
"556",2011-04-07," 5.690043e+06","1275"
"557",2012-04-07," 4.418388e+06","1275"
"558",1990-04-07," 1.903593e+06","1276"
"559",1991-04-07," 1.831389e+06","1276"
"560",1992-04-07," 1.877753e+06","1276"
"561",1993-04-07," 1.059926e+06","1276"
"562",1994-04-07," 1.181620e+06","1276"
"563",1995-04-07," 1.191485e+06","1276"
"564",1996-04-07," 7.617630e+05","1276"
"565",1997-04-07," 6.325630e+05","1276"
"566",1998-04-07," 8.333640e+05","1276"
"567",1999-04-07," 6.767980e+05","1276"
"568",2000-04-07," 8.152440e+05","1276"
"569",2001-04-07," 8.837140e+05","1276"
"570",2002-04-07," 7.681820e+05","1276"
"571",2003-04-07," 7.178320e+05","1276"
"572",2004-04-07," 1.157104e+06","1276"
"573",2005-04-07," 1.263321e+06","1276"
"574",2006-04-07," 8.993340e+05","1276"
"575",2007-04-07," 1.126103e+06","1276"
"576",2008-04-07," 1.064265e+06","1276"
"577",2009-04-07," 8.123050e+05","1276"
"578",2010-04-07," 8.301360e+05","1276"
"579",2011-04-07," 1.405486e+06","1276"
"580",2012-04-07," 1.381989e+06","1276"
"581",1990-04-07," 5.117090e+05","1277"
"582",1991-04-07," 3.454260e+05","1277"
"583",1992-04-07," 2.837170e+05","1277"
"584",1993-04-07," 1.373330e+05","1277"
"585",1994-04-07," 1.210560e+05","1277"
"586",1995-04-07," 8.794900e+04","1277"
"587",1996-04-07," 1.686500e+04","1277"
"588",1997-04-07," 1.214600e+04","1277"
"589",1998-04-07," 8.335000e+03","1277"
"590",1999-04-07," 7.485000e+03","1277"
"591",2000-04-07," 1.362600e+04","1277"
"592",2001-04-07," 8.607000e+03","1277"
"593",2002-04-07," 7.751000e+03","1277"
"594",2003-04-07," 5.276000e+03","1277"
"595",2004-04-07," 7.064000e+03","1277"
"596",2005-04-07," 5.013000e+03","1277"
"597",2006-04-07," 1.326000e+03","1277"
